Date,Value
2022-01-01,1.764052345967664
2022-01-02,1.3385414534376545
2022-01-03,1.2526471523780327
2022-01-04,2.590919054596981
2022-01-05,3.046315277194746
2022-01-06,0.07323557006134229
2022-01-07,0.08013517640397094
2022-01-08,-0.12524677347371801
2022-01-09,-0.20240746879897992
2022-01-10,0.3267280527010998
2022-01-11,0.40080264342123184
2022-01-12,1.5967366772053841
2022-01-13,1.5988389384438544
2022-01-14,0.6019573763975258
2022-01-15,0.3253859770507848
2022-01-16,0.34831870068548
2022-01-17,1.6054545004536587
2022-01-18,0.6536188263007503
2022-01-19,0.22360264729525398
2022-01-20,-0.9160197988147974
2022-01-21,-3.1696824893115334
2022-01-22,-0.9733849585021199
2022-01-23,1.2313099705516937
2022-01-24,0.28863644947521017
2022-01-25,2.0735435025072255
2022-01-26,-0.2968305079369926
2022-01-27,-0.7544028382129171
2022-01-28,-0.550776400572486
2022-01-29,1.4286342254788411
2022-01-30,2.4917722253593357
2022-01-31,1.2214204932688653
2022-02-01,0.3634831479556921
2022-02-02,-1.0361220068373571
2022-02-03,-2.711514616713049
2022-02-04,-1.6639843173027746
2022-02-05,-0.028587236263770077
2022-02-06,1.712333634160291
2022-02-07,2.238356200159717
2022-02-08,0.44198681243979054
2022-02-09,-0.7086175231593763
2022-02-10,-1.6063195226946556
2022-02-11,-2.1712243938479556
2022-02-12,-2.527108970125389
2022-02-13,1.0858773313109429
2022-02-14,0.9000069080725288
2022-02-15,-0.223833356160952
2022-02-16,-1.657097446168256
2022-02-17,-0.14961810502075779
2022-02-18,-1.2065394767199296
2022-02-19,-0.891778534739699
2022-02-20,-1.0685718390215162
2022-02-21,0.013292954868261986
2022-02-22,-0.18225781294146098
2022-02-23,-1.2939747583477672
2022-02-24,-0.7498897394648769
2022-02-25,0.36659045435582166
2022-02-26,0.511438416836124
2022-02-27,0.4993578115347093
2022-02-28,-0.48813893181097523
2022-03-01,-0.8054318685341361
2022-03-02,-1.00927788935314
2022-03-03,-0.7234903345921844
2022-03-04,-0.9444571159938226
2022-03-05,-2.075909771550315
2022-03-06,-0.7847825858782893
2022-03-07,-0.24987755627014097
2022-03-08,-1.5446901049646424
2022-03-09,-0.389068540571969
2022-03-10,-0.6773324572370308
2022-03-11,-0.23773351637448886
2022-03-12,0.7896501895239528
2022-03-13,0.674093079384129
2022-03-14,1.3069614753165921
2022-03-15,-0.6528768589789361
2022-03-16,-0.38147291680479023
2022-03-17,-0.7178307833295066
2022-03-18,-1.1870537441381486
2022-03-19,-1.0757326762484527
2022-03-20,-0.6008760146349996
2022-03-21,0.018359536323281453
2022-03-22,-0.9738713145988878
2022-03-23,0.31099583729787006
2022-03-24,0.9444213364888482
2022-03-25,-1.062889635573276
2022-03-26,0.5671920115049798
2022-03-27,2.5550712736055536
2022-03-28,2.5416647318714887
2022-03-29,0.5785526212288763
2022-03-30,-1.4861204683346634
2022-03-31,-0.01078634043832416
2022-04-01,0.03618738926422488
2022-04-02,1.2473934060724596
2022-04-03,0.9458548049410684
2022-04-04,1.169933897626616
2022-04-05,0.774570294268051
2022-04-06,0.820335175464794
2022-04-07,0.2703300377192815
2022-04-08,1.701967963897966
2022-04-09,1.0669938597266149
2022-04-10,0.5315952901112808
